productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack3,source_set_file,source_set_name,extAttack4,isstarter,islegendary,ismythical,isgoldstar,istrainer,iseeveelution,isdeltaspecies,log_market_price,generation,isEXcard
83900,Blastoise ex,Blastoise ex,https://tcgplayer-cdn.tcgplayer.com/product/83900_200w.jpg,3,1419,https://cpt.tcgcsv.com/0BH,2024-04-11T17:48:07.4,1,104/112,Ultra Rare,Water,150.0,Stage 2,"[1WWW] Hyper Whirlpool (80) 
<br>Flip a coin until you get tails.  For each heads, your opponent discards an Energy card attached to the Defending Pokemon.",,L,,3.0,399.38,459.99,500.0,430.0,,Holofoil,"<b>Poke-POWER</b> Energy Rain <br>
<br>As often as you like during your turn <em>(before your attack)</em>, you may attach a Water Energy card from your hand to 1 of your Pokemon.  Put 1 damage counter on that Pokemon.  This power can't be used if Blastoise ex is affected by a Special Condition.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,6.063785208687608,Gen 1,True
84029,Bulbasaur - 054/112,Bulbasaur 054 112,https://tcgplayer-cdn.tcgplayer.com/product/84029_200w.jpg,3,1419,https://cpt.tcgcsv.com/CDH,2026-02-25T01:01:38.027,1,54/112,Common,Grass,50.0,Basic,"[1] Sleep Poison 
<br>Flip a coin.  If heads, the Defending Pokemon is now Asleep and Poisoned.",[2] Razor Leaf (20),R,,1.0,8.0,17.49,218.86,15.79,18.16,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,2.7593768282675506,Gen 1,False
84029,Bulbasaur - 054/112,Bulbasaur 054 112,https://tcgplayer-cdn.tcgplayer.com/product/84029_200w.jpg,3,1419,https://cpt.tcgcsv.com/CDH,2026-02-25T01:01:38.027,1,54/112,Common,Grass,50.0,Basic,"[1] Sleep Poison 
<br>Flip a coin.  If heads, the Defending Pokemon is now Asleep and Poisoned.",[2] Razor Leaf (20),R,,1.0,199.99,258.75,832.2,79.37,,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,4.374120463102784,Gen 1,False
84030,Bulbasaur - 055/112,Bulbasaur 055 112,https://tcgplayer-cdn.tcgplayer.com/product/84030_200w.jpg,3,1419,https://cpt.tcgcsv.com/DDH,2026-02-17T17:15:54.69,1,55/112,Common,Grass,50.0,Basic,[1] Ram (10),"[1G] Gouge (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",P,,1.0,1.28,2.88,34.99,3.44,3.96,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,1.235471471385307,Gen 1,False
84030,Bulbasaur - 055/112,Bulbasaur 055 112,https://tcgplayer-cdn.tcgplayer.com/product/84030_200w.jpg,3,1419,https://cpt.tcgcsv.com/DDH,2026-02-17T17:15:54.69,1,55/112,Common,Grass,50.0,Basic,[1] Ram (10),"[1G] Gouge (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",P,,1.0,75.0,461.95,860.0,67.07,,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,4.205736850111646,Gen 1,False
84065,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/84065_200w.jpg,3,1419,https://cpt.tcgcsv.com/kFH,2024-04-11T17:48:07.713,1,2/112,Holo Rare,Grass,100.0,Stage 2,"[2] Whirlwind (30) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",[2G] Gust (50),L,F,0.0,42.0,42.0,42.0,42.0,,Normal,"<b>Poke-BODY</b> Sooth Dust <br>
<br>As long as Butterfree is your Active Pokemon, remove 1 damage counter from each of your Pokemon between turns.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,3.737669618283368,Gen 1,False
84065,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/84065_200w.jpg,3,1419,https://cpt.tcgcsv.com/kFH,2024-04-11T17:48:07.713,1,2/112,Holo Rare,Grass,100.0,Stage 2,"[2] Whirlwind (30) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",[2G] Gust (50),L,F,0.0,40.0,50.95,509.9,42.03,,Holofoil,"<b>Poke-BODY</b> Sooth Dust <br>
<br>As long as Butterfree is your Active Pokemon, remove 1 damage counter from each of your Pokemon between turns.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,3.738383649017025,Gen 1,False
84065,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/84065_200w.jpg,3,1419,https://cpt.tcgcsv.com/kFH,2024-04-11T17:48:07.713,1,2/112,Holo Rare,Grass,100.0,Stage 2,"[2] Whirlwind (30) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",[2G] Gust (50),L,F,0.0,39.99,101.5,299.9,34.64,,Reverse Holofoil,"<b>Poke-BODY</b> Sooth Dust <br>
<br>As long as Butterfree is your Active Pokemon, remove 1 damage counter from each of your Pokemon between turns.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,3.5450090836942345,Gen 1,False
84136,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/84136_200w.jpg,3,1419,https://cpt.tcgcsv.com/LGH,2024-04-11T17:48:07.88,1,56/112,Common,Grass,50.0,Basic,"[1] Signs of Evolution
<br>Search your deck for a Metapod and a Butterfree card, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.","[G] String Shot (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",R,,1.0,0.35,1.09,19.98,1.09,1.25,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,0.0861776962410524,Gen 1,False
84136,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/84136_200w.jpg,3,1419,https://cpt.tcgcsv.com/LGH,2024-04-11T17:48:07.88,1,56/112,Common,Grass,50.0,Basic,"[1] Signs of Evolution
<br>Search your deck for a Metapod and a Butterfree card, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.","[G] String Shot (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",R,,1.0,49.99,79.0,499.83,13.39,499.83,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,2.594508159703081,Gen 1,False
84154,Celio's Network,Celios Network,https://tcgplayer-cdn.tcgplayer.com/product/84154_200w.jpg,3,1419,https://cpt.tcgcsv.com/6HH,2024-07-26T18:47:29.833,1,88/112,Uncommon,Supporter,,,,,,,,0.1,0.48,20.55,0.56,,Normal,"<em>You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.</em><br>
<br><br>
<br>Search your deck for a Basic Pokemon or Evolution card (excluding Pokemon-ex), show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,True,False,False,-0.579818495252942,Non-Pokemon,False
84154,Celio's Network,Celios Network,https://tcgplayer-cdn.tcgplayer.com/product/84154_200w.jpg,3,1419,https://cpt.tcgcsv.com/6HH,2024-07-26T18:47:29.833,1,88/112,Uncommon,Supporter,,,,,,,,3.09,5.0,60.8,5.24,,Reverse Holofoil,"<em>You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.</em><br>
<br><br>
<br>Search your deck for a Basic Pokemon or Evolution card (excluding Pokemon-ex), show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,True,False,False,1.6563214983329508,Non-Pokemon,False
84173,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84173_200w.jpg,3,1419,https://cpt.tcgcsv.com/tHH,2024-04-11T17:48:08.123,1,19/112,Rare,Colorless,90.0,Basic,"[1] Sing
<br>The Defending Pokemon is now Asleep.","[3] Egg Surprise 
<br>Flip a coin.  If heads, Chansey does 50 damage to the Defending Pokemon.  If tails, remove 5 damage counters from Chansey.  (All if there are less than 5.)",F,,2.0,4.5,6.34,66.8,4.81,,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,1.5706970841176695,Gen 1,False
84173,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84173_200w.jpg,3,1419,https://cpt.tcgcsv.com/tHH,2024-04-11T17:48:08.123,1,19/112,Rare,Colorless,90.0,Basic,"[1] Sing
<br>The Defending Pokemon is now Asleep.","[3] Egg Surprise 
<br>Flip a coin.  If heads, Chansey does 50 damage to the Defending Pokemon.  If tails, remove 5 damage counters from Chansey.  (All if there are less than 5.)",F,,2.0,28.99,47.0,314.0,9.97,,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,2.299580583973747,Gen 1,False
84199,Charizard ex,Charizard ex,https://tcgplayer-cdn.tcgplayer.com/product/84199_200w.jpg,3,1419,https://cpt.tcgcsv.com/_HH,2024-06-10T13:28:26.663,1,105/112,Ultra Rare,Fire,160.0,Stage 2,[3] Slash (50),"[RRRRR] Burn Down (200) 
<br>Discard 5 Fire Energy attached to Charizard ex.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, and any other effects on the Defending Pokemon.",LW,,2.0,299.99,364.99,429.99,500.0,,Holofoil,"<strong>Poke-BODY</strong> Energy Flame 
<br>
<br>All Energy attached to Charizard ex are Fire Energy instead of its usual type.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,6.214608098422191,Gen 1,True
84209,Charmander - 057/112,Charmander 057 112,https://tcgplayer-cdn.tcgplayer.com/product/84209_200w.jpg,3,1419,https://cpt.tcgcsv.com/cJH,2024-04-11T17:48:12.623,1,57/112,Common,Fire,50.0,Basic,"[R] Singe 
<br>The Defending Pokemon is now Burned.",,W,,1.0,1.7,4.0,44.1,3.39,,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,1.220829921392359,Gen 1,False
84209,Charmander - 057/112,Charmander 057 112,https://tcgplayer-cdn.tcgplayer.com/product/84209_200w.jpg,3,1419,https://cpt.tcgcsv.com/cJH,2024-04-11T17:48:12.623,1,57/112,Common,Fire,50.0,Basic,"[R] Singe 
<br>The Defending Pokemon is now Burned.",,W,,1.0,87.99,216.0,879.9,70.38,,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,4.253909131893439,Gen 1,False
84210,Charmander - 058/112,Charmander 058 112,https://tcgplayer-cdn.tcgplayer.com/product/84210_200w.jpg,3,1419,https://cpt.tcgcsv.com/dJH,2025-12-01T22:50:01.137,1,58/112,Common,Fire,50.0,Basic,[1] Headbutt (10),[2] Slash (20),W,,1.0,0.2,1.45,4321.0,1.7,,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,0.5306282510621704,Gen 1,False
84210,Charmander - 058/112,Charmander 058 112,https://tcgplayer-cdn.tcgplayer.com/product/84210_200w.jpg,3,1419,https://cpt.tcgcsv.com/dJH,2025-12-01T22:50:01.137,1,58/112,Common,Fire,50.0,Basic,[1] Headbutt (10),[2] Slash (20),W,,1.0,758.7,1028.85,1299.0,86.74,,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,4.4629151384072205,Gen 1,False
84211,Charmander - 113/112,Charmander 113 112,https://tcgplayer-cdn.tcgplayer.com/product/84211_200w.jpg,3,1419,https://cpt.tcgcsv.com/fJH,2024-04-11T17:48:13.683,1,113/112,Secret Rare,Fire,50.0,Basic,[R] Flare (10),"[2] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Charmander.",W,,1.0,149.99,174.99,199.99,86.88,,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,4.464527856185625,Gen 1,False
84211,Charmander - 113/112,Charmander 113 112,https://tcgplayer-cdn.tcgplayer.com/product/84211_200w.jpg,3,1419,https://cpt.tcgcsv.com/fJH,2024-04-11T17:48:13.683,1,113/112,Secret Rare,Fire,50.0,Basic,[R] Flare (10),"[2] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Charmander.",W,,1.0,69.99,80.0,751.51,94.99,,Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,4.553771622902091,Gen 1,False
84226,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84226_200w.jpg,3,1419,https://cpt.tcgcsv.com/xJH,2024-04-11T17:48:14.173,1,31/112,Uncommon,Fire,70.0,Stage 1,[1R] Flare (30),"[2R] Damage Burn (40+) 
<br>If the Defending Pokemon already has any damage counters on it, this attack does 40 damage plus 20 more damage.",W,,1.0,0.65,1.49,28.0,1.6,,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,0.4700036292457356,Gen 1,False
84226,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84226_200w.jpg,3,1419,https://cpt.tcgcsv.com/xJH,2024-04-11T17:48:14.173,1,31/112,Uncommon,Fire,70.0,Stage 1,[1R] Flare (30),"[2R] Damage Burn (40+) 
<br>If the Defending Pokemon already has any damage counters on it, this attack does 40 damage plus 20 more damage.",W,,1.0,37.99,205.5,369.9,44.14,,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,True,False,False,False,False,False,False,3.7873664008285903,Gen 1,False
84350,Clefable ex,Clefable ex,https://tcgplayer-cdn.tcgplayer.com/product/84350_200w.jpg,3,1419,https://cpt.tcgcsv.com/0MH,2024-04-11T17:48:14.417,1,106/112,Ultra Rare,Colorless,100.0,Stage 1,"[2] Metronome
<br>Choose 1 of the Defending Pokemon's attacks.  Metronome copies that attack except for its Energy cost.  (You must still do anything else in order to use that attack.) <i>(No matter what type that Pokemon is, Clefable ex's type is still Colorless.)</i>  Clefable ex performs that attack.",[2] Moon Impact (40),F,,2.0,99.99,125.0,131.25,59.95,,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,4.093510881473524,Gen 1,True
84350,Clefable ex,Clefable ex,https://tcgplayer-cdn.tcgplayer.com/product/84350_200w.jpg,3,1419,https://cpt.tcgcsv.com/0MH,2024-04-11T17:48:14.417,1,106/112,Ultra Rare,Colorless,100.0,Stage 1,"[2] Metronome
<br>Choose 1 of the Defending Pokemon's attacks.  Metronome copies that attack except for its Energy cost.  (You must still do anything else in order to use that attack.) <i>(No matter what type that Pokemon is, Clefable ex's type is still Colorless.)</i>  Clefable ex performs that attack.",[2] Moon Impact (40),F,,2.0,99.99,110.12,799.5,84.0,,Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,4.430816798843313,Gen 1,True
84354,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/84354_200w.jpg,3,1419,https://cpt.tcgcsv.com/6MH,2024-04-11T17:48:14.56,1,59/112,Common,Colorless,50.0,Basic,"[1] Gesture 
<br>Choose 1 of your opponent's Benched Pokemon and switch it with the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",[2] Moon Kick (20),F,,1.0,0.74,1.53,19.98,1.41,,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,0.3435897043900768,Gen 1,False
84354,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/84354_200w.jpg,3,1419,https://cpt.tcgcsv.com/6MH,2024-04-11T17:48:14.56,1,59/112,Common,Colorless,50.0,Basic,"[1] Gesture 
<br>Choose 1 of your opponent's Benched Pokemon and switch it with the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",[2] Moon Kick (20),F,,1.0,16.51,39.0,750.0,14.3,,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,2.660259537265861,Gen 1,False
84373,Cloyster,Cloyster,https://tcgplayer-cdn.tcgplayer.com/product/84373_200w.jpg,3,1419,https://cpt.tcgcsv.com/tMH,2024-04-11T17:48:14.817,1,20/112,Rare,Water,70.0,Stage 1,"[2] Double Bubble (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.  If either of the coins is heads, the Defending Pokemon is now Paralyzed.",[2W] Shell Attack (50),L,,1.0,1.0,1.99,30.1,1.76,,Normal,"<b>Poke-BODY</b> Exoskeleton<br>
<br>Any damage done to Cloyster by attacks is reduced by 10 <em>(after applying Weakness and Resistance). </em>",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,0.5653138090500605,Gen 1,False
84373,Cloyster,Cloyster,https://tcgplayer-cdn.tcgplayer.com/product/84373_200w.jpg,3,1419,https://cpt.tcgcsv.com/tMH,2024-04-11T17:48:14.817,1,20/112,Rare,Water,70.0,Stage 1,"[2] Double Bubble (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.  If either of the coins is heads, the Defending Pokemon is now Paralyzed.",[2W] Shell Attack (50),L,,1.0,21.69,46.33,323.1,32.06,,Reverse Holofoil,"<b>Poke-BODY</b> Exoskeleton<br>
<br>Any damage done to Cloyster by attacks is reduced by 10 <em>(after applying Weakness and Resistance). </em>",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,3.467609147181407,Gen 1,False
84531,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/84531_200w.jpg,3,1419,https://cpt.tcgcsv.com/FQH,2024-04-11T17:48:15.41,1,60/112,Common,Fighting,50.0,Basic,[1] Beat (10),"[1F] Linear Attack 
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",G,,1.0,5.64,10.8,149.22,9.77,5.64,Normal,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,2.2793164660546914,Gen 1,False
84531,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/84531_200w.jpg,3,1419,https://cpt.tcgcsv.com/FQH,2024-04-11T17:48:15.41,1,60/112,Common,Fighting,50.0,Basic,[1] Beat (10),"[1F] Linear Attack 
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",G,,1.0,354.54,999.98,1094.98,42.83,,Reverse Holofoil,,,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,3.75723879162728,Gen 1,False
84789,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/84789_200w.jpg,3,1419,https://cpt.tcgcsv.com/PWH,2025-11-11T03:37:28.323,1,3/112,Holo Rare,Water,80.0,Stage 1,"[W] Cold Breath (10) 
<br>The Defending Pokemon is now Asleep.",[3] Aurora Beam (40),M,,2.0,35.0,47.32,456.9,19.44,,Normal,"<b>Poke-BODY</b> Safeguard 
<br>
<br>Prevent all effects of attacks, including damage, done to Dewgong by your opponent's Pokemon-ex.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,2.967332799032293,Gen 1,False
84789,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/84789_200w.jpg,3,1419,https://cpt.tcgcsv.com/PWH,2025-11-11T03:37:28.323,1,3/112,Holo Rare,Water,80.0,Stage 1,"[W] Cold Breath (10) 
<br>The Defending Pokemon is now Asleep.",[3] Aurora Beam (40),M,,2.0,21.93,57.49,464.9,36.09,,Holofoil,"<b>Poke-BODY</b> Safeguard 
<br>
<br>Prevent all effects of attacks, including damage, done to Dewgong by your opponent's Pokemon-ex.",,FireRedAndLeafGreenProductsAndPrices.csv,FireRedAndLeafGreen,,False,False,False,False,False,False,False,3.586015818654697,Gen 1,False
